-89.32,13.7422222222,6,5
-89.4502777778,13.61,3,1
-89.2769444444,13.6805555556,8,5
-89.2863888889,13.6536111111,,
-89.2927777778,13.6777777778,,
-89.2719444444,13.8955555556,12,0
-89.4252777778,13.7469444444,21,16
-89.3577274291,13.7915853563,13,12
-89.2980555556,13.8602777778,20,20
-89.2902777778,14.0363888889,,
-89.3922222222,13.6733333333,3,3
-89.5316666667,13.6244444444,7,7
-89.1966666667,13.9641666667,51,45
-89.1755555556,13.9722222222,40,27
-89.1780361111,13.8112166667,28,1
-89.1813464451,13.8070939928,,
-89.1994279156,13.7564305732,10,9
-89.1630555556,14.0197222222,20,14
-89.1130638889,13.7125638889,32,27
-89.0887083333,13.7146583333,28,26
-89.2084861111,13.7387583333,49,47
-89.2134297672,13.7382928933,5,0
-89.2479722222,13.8109333333,24,24
-89.184575,13.5816111111,3,3
-89.2266833333,13.6922166667,8,5
-89.1942472222,13.6669694444,7,6
-89.2216666667,13.7025,13,12
-89.2236111111,13.6977777778,28,21
-89.2366666667,13.6841666667,,
-89.2421138889,13.6843694444,,
-89.1616666667,13.6936111111,50,20
-89.1430555556,13.7230555556,115,104
-89.1395694444,13.7346055556,,
-89.1447916667,13.7092083333,,
-89.1366166667,13.7258777778,,
-89.1436111111,13.8161111111,68,52
-89.0930071428,13.727183773,19,17
-89.1722222222,13.7147222222,33,32
-88.8922222222,13.7180555556,11,9
-89.0258055556,13.881,11,10
-89.0677222222,13.8768333333,25,19
-89.0380555556,13.5677777778,,
-88.9913965972,13.4034063896,24,22
-88.916312371,13.5025693722,20,17
-88.83525,13.4713888889,21,19
-88.8567777778,13.5211666667,,
-88.3919444444,13.3440277778,,
-88.6497222222,13.4363888889,1,1
-88.6063888889,13.3363888889,4,4
-88.7502777778,13.3008333333,30,25
-88.7027777778,13.3363888889,19,16
-88.2751111111,13.2441111111,19,15
-88.2513888889,13.2320555556,6,2
-88.2817222222,13.1880277778,25,16
-88.4983055556,13.4293611111,53,52
-88.5363888889,13.4088888889,3,2
-89.7924444444,13.9378611111,49,48
-89.3802777778,13.7261111111,,
-89.3694444444,13.7225,16,15
-89.3547222222,13.7425,,
-89.3702777778,13.7158333333,33,33
-89.3516666667,13.7261111111,11,11
-89.3791666667,13.7244444444,50,8
-89.3711111111,13.7194444444,15,13
-89.365,13.7238888889,34,34
-89.3680555556,13.7252777778,18,16
-89.3825,13.7269444444,,
-89.3644444444,13.7269444444,66,64
-89.3808333333,13.7261111111,,
-89.3702777778,13.7263888889,,
-89.3591666667,13.7411111111,7,4
-89.3655555556,13.7169444444,14,4
-89.3813888889,13.7266666667,5,3
-89.3694444444,13.7119444444,6,6
-89.3658333333,13.7233333333,21,20
-89.3630555556,13.7611111111,53,48
-89.3655555556,13.7244444444,4,2
-89.3522222222,13.7238888889,9,9
-89.3655555556,13.7283333333,10,8
-89.3613054959,13.7417278632,18,13
-89.3686225621,13.7246564349,,
-89.3502777778,13.705,28,28
-89.3786111111,13.7319444444,43,34
-89.3627777778,13.725,70,65
-89.3766666667,13.7366666667,20,14
-89.3861111111,13.7455555556,40,24
-89.3697222222,13.7291666667,39,39
-89.3644444444,13.6,22,20
-89.3716666667,13.6619444444,11,9
-89.3794444444,13.6372222222,,
-89.3808333333,13.6380555556,71,62
-89.3761111111,13.6366666667,,
-89.3491666667,13.5627777778,,
-89.3494444444,13.5833333333,21,12
-89.3691268174,13.5679124736,,
-89.3527777778,13.6169444444,29,15
-89.3752777778,13.6455555556,11,5
-89.392041147,13.6401615082,,
-89.345,13.6308333333,,
-89.3752777778,13.5483333333,14,14
-89.3586111111,13.5813888889,13,7
-89.4091666667,13.6425,8,5
-89.3586111111,13.6094444444,3,0
-89.3816666667,13.5888888889,3,2
-89.4430555556,13.4972222222,32,28
-89.4569444444,13.5158333333,19,15
-89.4713888889,13.6041666667,23,20
-89.4813888889,13.6061111111,1,0
-89.4663888889,13.64,9,8
-89.4666666667,13.5602777778,2,2
-89.4675,13.5727777778,13,11
-89.4825,13.5825,15,8
-89.4838888889,13.5544444444,,
-89.4522222222,13.5558333333,10,7
-89.4497222222,13.5825,10,3
-89.4641666667,13.615,9,5
-89.445,13.5363888889,7,7
-89.4725,13.5075,20,15
-89.4675,13.5925,31,30
-89.2361111111,13.5877777778,40,38
-89.2330555556,13.6116666667,21,7
-89.2358333333,13.5872222222,,
-89.2494444444,13.5816666667,8,7
-89.2427777778,13.5719444444,,
-89.2538888889,13.5975,23,19
-89.2433333333,13.5936111111,21,20
-89.2641666667,13.6205555556,16,12
-89.2325,13.5986111111,7,7
-89.2427777778,13.5275,31,26
-89.2336111111,13.5675,,
-89.2438888889,13.5133333333,,
-89.2375,13.5866666667,30,27
-89.4372222222,13.6841666667,16,13
-89.4386111111,13.6730555556,,
-89.4358333333,13.7105555556,29,27
-89.4388888889,13.6733333333,15,13
-89.4380555556,13.6730555556,49,45
-89.4380555556,13.6747222222,,
-89.4247222222,13.7055555556,14,1
-89.415,13.7155555556,58,45
-89.4352777778,13.7025,,
-89.4311111111,13.7252777778,21,14
-89.4619444444,13.6488888889,4,3
-89.4316666667,13.6502777778,4,2
-89.4869444444,13.505,39,31
-89.5183333333,13.4977777778,,
-89.52,13.525,21,0
-89.5244444444,13.5602777778,9,1
-89.4944444444,13.505,6,0
-89.5005555556,13.5222222222,2,0
-89.5005555556,13.5680555556,6,0
-89.5355555556,13.5416666667,39,33
-89.5086111111,13.5691666667,14,10
-89.2688888889,13.4833333333,11,8
-89.15,13.4733333333,26,20
-89.2113888889,13.4811111111,45,39
-89.3005555556,13.4880555556,,
-89.33,13.4861111111,,
-89.2977777778,13.5305555556,80,22
-89.1788888889,13.4638888889,59,27
-89.2027777778,13.4813888889,27,21
-89.2444444444,13.4830555556,1,0
-89.3658333333,13.4916666667,51,4
-89.3311111111,13.5127777778,31,29
-89.2572222222,13.4697222222,53,42
-89.3205555556,13.4875,,
-89.1763888889,13.4741666667,73,57
-89.3044444444,13.4897222222,15,11
-89.3288888889,13.4877777778,22,1
-89.3163888889,13.4872222222,48,41
-89.3252777778,13.4877777778,74,54
-89.3227777778,13.4877777778,62,55
-89.3280555556,13.4841666667,17,17
-89.3161111111,13.4877777778,5,4
-89.3147222222,13.5166666667,6,4
-89.3486111111,13.4958333333,14,12
-89.2963888889,13.5175,15,1
-89.2822222222,13.5197222222,5,3
-89.3683333333,13.5283333333,5,5
-89.3711111111,13.4975,6,5
-89.1941666667,13.4380555556,6,0
-89.3052777778,13.5094444444,5,5
-89.2186111111,13.4511111111,,
-89.3205555556,13.4880555556,77,74
-89.3197222222,13.4875,,
-89.2638888889,13.6463888889,,
-89.2638888889,13.6466666667,71,0
-89.2586111111,13.6444444444,44,14
-89.2811111111,13.6741666667,,
-89.2736111111,13.6830555556,,
-89.3369444444,13.6505555556,1,1
-89.2913888889,13.6802777778,,
-89.2833333333,13.6733333333,,
-89.2691666667,13.7366666667,9,1
-89.305,13.62,5,0
-89.3172222222,13.6680555556,,
-89.3069444444,13.6819444444,39,28
-89.3072222222,13.6822222222,,
-89.3452777778,13.6766666667,16,11
-89.2958333333,13.6513888889,6,0
-89.3008333333,13.6841666667,16,15
-89.2730555556,13.6830555556,70,50
-89.2805555556,13.6727777778,49,40
-89.2902777778,13.6736111111,47,44
-89.2797222222,13.6797222222,59,54
-89.2902777778,13.6741666667,59,55
-89.3036111111,13.6708333333,12,0
-89.2875,13.6722222222,,
-89.2761111111,13.6669444444,3,2
-89.2913888889,13.6741666667,,
-89.2672222222,13.6730555556,,
-89.2675,13.6780555556,52,47
-89.2922222222,13.675,8,8
-89.2838888889,13.6719444444,44,3
-89.28,13.6716666667,27,24
-89.2858333333,13.6713888889,37,33
-89.2827777778,13.6775,81,3
-89.2872222222,13.6775,54,53
-89.2819444444,13.6730555556,,
-89.2761111111,13.6738888889,,
-89.2755555556,13.6763888889,,
-89.2933333333,13.6844444444,,
-89.2877777778,13.6763888889,,
-89.3116666667,13.6813888889,4,2
-89.2855555556,13.6772222222,52,50
-89.2922222222,13.6811111111,,
-89.2811111111,13.68,,
-89.2897222222,13.6755555556,12,11
-89.2852777778,13.6758333333,,
-89.2833333333,13.6708333333,54,49
-89.2863888889,13.6691666667,,
-89.2947222222,13.6725,5,4
-89.2872222222,13.6502777778,,
-89.2902777778,13.6763888889,,
-89.2905555556,13.6711111111,,
-89.2886111111,13.6752777778,,
-89.2833333333,13.6769444444,,
-89.2816666667,13.6655555556,,
-89.2797222222,13.6675,,
-89.2813888889,13.67,,
-89.2805555556,13.6797222222,,
-89.2852777778,13.6713888889,,
-89.2888888889,13.6911111111,9,2
-89.2863888889,13.6880555556,,
-89.2836111111,13.6711111111,11,0
-89.2930555556,13.6777777778,,
-89.2877777778,13.6758333333,,
-89.2836111111,13.6805555556,,
-89.265,13.6730555556,,
-89.2838888889,13.6683333333,48,47
-89.2919444444,13.6752777778,35,33
-89.2863888889,13.6877777778,,
-89.2752777778,13.6805555556,3,3
-89.2905555556,13.6777777778,,
-89.2816666667,13.6708333333,1,1
-89.2650088279,13.6752616351,,
-89.2866180448,13.6529934505,,
-89.2957791297,13.6826865016,23,6
-89.2802777778,13.7127777778,23,19
-89.3152777778,13.6427777778,18,16
-89.3186111111,13.5927777778,22,20
-89.3238888889,13.6441666667,2,2
-89.3530555556,13.6577777778,7,5
-89.3302777778,13.5766666667,13,8
-89.3080555556,13.6925,21,14
-89.2905555556,13.6891666667,36,35
-89.2894444444,13.6705555556,80,74
-89.2808333333,13.6730555556,251,244
-89.2816666667,13.6902777778,40,37
-89.2852777778,13.6275,24,16
-89.3022222222,13.6830555556,,
-89.065,13.4463888889,,
-89.2786827294,13.8322335557,20,20
-89.2530555556,13.8775,7,6
-89.2630555556,13.8308333333,22,12
-89.2883333333,13.8211111111,32,24
-89.2591666667,13.8586111111,30,23
-89.2519444444,13.8552777778,11,11
-89.2725,13.8305555556,154,146
-89.2744444444,13.8388888889,20,17
-89.2766666667,13.8338888889,116,93
-89.2725,13.8247222222,,
-89.2744444444,13.8391666667,9,8
-89.2777777778,13.8358333333,7,7
-89.2709548664,13.8306079237,21,21
-89.2683333333,13.8308333333,42,41
-89.27088823,13.8311657391,18,16
-89.2763888889,13.8352777778,,
-89.2730823776,13.8298124795,,
-89.2627882406,13.8271993015,6,0
-89.2702777778,13.8344444444,,
-89.2755555556,13.8344444444,5,4
-89.2730555556,13.8325,20,12
-89.2760112492,13.8312751254,11,10
-89.2722722499,13.796857572,,
-89.24,13.9219444444,7,3
-89.2844444444,13.7969444444,5,2
-89.2836111111,13.8422222222,43,41
-89.255,13.8961111111,9,6
-89.2641666667,13.8219444444,,
-89.2761111111,13.7586111111,34,1
-89.2605555556,13.8375,39,35
-89.2322222222,13.9402777778,12,10
-89.2619444444,13.9116666667,25,20
-89.2591666667,13.8222222222,15,13
-89.2447222222,13.8697222222,19,13
-89.2713888889,13.8372222222,98,97
-89.2822393386,13.8382392817,9,8
-89.2661111111,13.8513888889,11,6
-89.2767300812,13.8332805321,39,34
-89.2652777778,13.8316666667,128,1
-89.4694444444,13.7394444444,,
-89.4711111111,13.74,43,29
-89.4271489043,13.7408922539,41,33
-89.1885444444,13.7994861111,10,1
-89.4358333333,13.7638888889,18,17
-89.4316666667,13.7413888889,13,13
-89.4705555556,13.7361111111,,
-89.4363888889,13.7252777778,72,38
