lat,lon,value
13.69847698,-89.20452654
13.72041657,-89.23228741
13.71176558,-89.20100212
13.70479244,-89.20081973
13.6982873,-89.21336174
13.71509171,-89.19663012
13.70076334,-89.2048645
13.67941014,-89.20916677
13.70100872,-89.20116842
13.70145607,-89.18898583
13.69346435,-89.21693444
13.71724805,-89.20591593
13.70520851,-89.20975685
13.70824255,-89.18857813
13.70003933,-89.18843329
13.68795808,-89.21876907
13.69988298,-89.20428514
13.70745039,-89.2268157
13.68587846,-89.22892392
13.7012172,-89.20497179
13.69979959,-89.21709538
13.70029471,-89.21343684
13.68919334,-89.20234859
13.71410033,-89.19278383
13.70432339,-89.21559334
13.72254278,-89.21010017
13.69399357,-89.22019064
13.69266974,-89.19872761
13.70002891,-89.22237396
13.69187752,-89.18673277
13.69627639,-89.19432878
13.68396561,-89.22267973
13.70534488,-89.20683861
13.67920165,-89.20664549
13.69377467,-89.24048424
13.7097018,-89.19035912
13.70155075,-89.22738433
13.70111296,-89.19336319
13.704683,-89.19775665
13.69152311,-89.22241688
13.66383542,-89.21295404
13.6991846,-89.21444535
13.7004667,-89.19628948
13.71346106,-89.19286966
13.70515726,-89.21198845
13.69190879,-89.21121597
13.70523022,-89.19212937
13.68147419,-89.21336174
13.71789426,-89.20797586
13.70254619,-89.19460505
13.69669334,-89.20040131
13.71242918,-89.18088555
13.71883231,-89.18169022
13.68012596,-89.19688225
13.6857221,-89.18901801
13.69892053,-89.1962707
13.70371883,-89.24956083
13.70065432,-89.19999361
13.71737312,-89.20795441
13.70222306,-89.18622851
13.70211362,-89.24915314
13.67006787,-89.19549286
13.70774224,-89.19885635
13.69752723,-89.21653748
13.69402484,-89.19525146
13.6926072,-89.23022747
13.69269059,-89.21533585
13.70384912,-89.23074245
13.68305869,-89.21514273
13.71405864,-89.19733286
13.70561589,-89.21198845
13.70237421,-89.23746943
13.69756893,-89.18716192
13.7055325,-89.23305988
13.69784516,-89.21213865
13.68866692,-89.23132181
13.71562208,-89.1961956
13.69765232,-89.23387527
13.69143971,-89.22692299
13.80007402,-89.17945862
13.79944887,-89.14250851
13.48653068,-89.31204557
13.53320643,-88.78313184
13.71399171,-89.20355491
13.69993591,-89.19248276
13.68779823,-89.20211792
13.69574477,-89.21956301
13.69986213,-89.23179388
13.68618597,-89.22945499
13.69696957,-89.2496708
13.68785759,-89.23093423
13.66200058,-89.20623779
13.68868777,-89.70611572
13.68601943,-89.23583999
13.70335922,-89.25103068
13.70102754,-89.22224991
13.74549528,-89.50027479
13.80574197,-89.18872833
13.69067876,-89.20231104
13.69973627,-89.21602508
13.66167653,-89.21881199
13.70359668,-89.24205869
13.70339049,-89.20362532
13.67970351,-89.21112764
13.70040709,-89.23650652
13.69612455,-89.2080342
13.70768621,-89.21137762
13.68334267,-89.22977436
13.70263119,-89.21488222
13.6726468,-89.22441982
13.70336442,-89.14615631
13.69334021,-89.2336489
13.7195133,-89.19613719
13.68281893,-89.23010945
13.81750806,-89.18731213
13.70434945,-89.2503494
13.68158271,-89.20798203
13.69091933,-89.20383252
13.69915658,-89.22416836
13.7019172,-89.21137288
13.69842389,-89.14578778
13.66844105,-89.25908804
13.70144304,-89.25700665
13.70130558,-89.20353681
13.68033549,-89.20557261
13.69052353,-89.23925579
13.68007894,-89.23454449
13.70741565,-89.24711466
13.70038586,-89.21445675
13.69030949,-89.23967421
13.49038008,-89.30846214
13.66466943,-89.20898438
13.67267582,-89.20898438
13.66200058,-89.20349121
13.69173761,-89.21231903
13.69801878,-89.21691969
13.70901544,-89.24245298
13.67542809,-89.22678471
13.71946549,-89.24195677
13.69685803,-89.13928986
13.69836113,-89.184587
13.71919398,-89.35580313
13.69108693,-89.22236189
13.70130649,-89.21541095
13.70284882,-89.24063444
13.69410838,-89.19713021
13.68735353,-89.23492435
13.7121825,-89.20398474
13.69892408,-89.19310093
13.9721622,-89.57050323
13.70265564,-89.23918605
13.70369798,-89.23400402
13.6828919,-89.19469357
13.69811096,-89.21456337
13.50716589,-88.87769938
